mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11563.002,3267,7425,224,12509,12611,76,0,0,76,0,0,11564.295,1868.2915,-1,22.02438,0.6,0.6
11563.252,3268,7438,224,12559,12645,206,0,0,206,0,0,11564.295,1868.542,-1,22.02438,0.6,0.6
11563.503,3269,7442,224,12589,12652,370,0,0,370,0,0,11564.295,1868.7925,-1,22.02438,0.6,0.6
11563.753,3269,7446,225,12598,12651,510,0,0,510,0,0,11564.295,1869.043,-1,22.02438,0.6,0.6
11563.997,3270,7446,224,12592,12605,658,0,0,658,0,0,11564.295,1869.2875,-1,22.02438,0.6,0.6
11564.248,3271,7444,224,12602,12596,765,0,0,765,0,0,11564.295,1869.538,-1,22.02438,0.6,0.6
11564.498,3272,7443,225,12612,12607,704,0,0,704,0,0,11564.295,1869.7885,-1,22.02438,0.6,0.6
11564.748,3273,7441,224,12600,12562,582,0,0,582,0,0,11564.295,1870.0385,-1,22.02438,0.6,0.6
11564.999,3274,7439,224,12605,12568,363,0,0,363,0,0,11564.295,1870.289,-1,22.02438,0.6,0.6
11565.249,3275,7437,224,12594,12556,232,0,0,232,0,0,11564.295,1870.5395,-1,22.02438,0.6,0.6
11565.5,3276,7443,224,12667,12609,91,0,0,91,0,0,11564.295,1870.79,-1,22.02438,0.6,0.6
11565.751,3277,7438,225,12634,12550,51,0,0,51,0,0,11564.295,1871.0405,-1,22.02438,0.6,0.6
11566.001,3278,7437,224,12621,12555,32,0,0,32,0,0,11564.295,1871.291,-1,22.02438,0.6,0.6
11566.252,3279,7442,224,12647,12584,26,0,0,26,0,0,11564.295,1871.5415,-1,22.02438,0.6,0.6
11566.502,3280,7435,224,12601,12545,30,0,0,30,0,0,11564.295,1871.792,-1,22.02438,0.6,0.6
11566.753,3281,7436,224,12632,12573,42,0,0,42,0,0,11564.295,1872.043,-1,22.02438,0.6,0.6
11566.997,3282,7441,224,12632,12562,50,0,0,50,0,0,11564.295,1872.2875,-1,22.02438,0.6,0.6
