mono,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds
11560.999,4791,7408,224,12536,12664,58,0,0,58,0,0,11562.309,1866.289,-1,22.02438,0.6,0.6
11561.249,4792,7397,224,12481,12597,143,0,0,143,0,0,11562.309,1866.539,-1,22.02438,0.6,0.6
11561.499,4793,7404,224,12509,12611,330,0,0,330,0,0,11562.309,1866.7895,-1,22.02438,0.6,0.6
11561.75,4794,7412,224,12553,12651,487,0,0,487,0,0,11562.309,1867.04,-1,22.02438,0.6,0.6
11562,4794,7411,224,12544,12637,872,0,0,872,0,0,11562.309,1867.29,-1,22.02438,0.6,0.6
11562.251,4795,7408,224,12527,12592,1264,0,0,1264,0,0,11562.309,1867.5405,-1,22.02438,0.6,0.6
11562.501,4796,7416,225,12560,12631,1454,0,0,1454,0,0,11562.309,1867.791,-1,22.02438,0.6,0.6
11562.751,4797,7415,224,12561,12637,1285,0,0,1285,0,0,11562.309,1868.041,-1,22.02438,0.6,0.6
11563.002,4798,7416,224,12577,12639,936,0,0,936,0,0,11562.309,1868.2915,-1,22.02438,0.6,0.6
11563.252,4799,7405,224,12511,12560,629,0,0,629,0,0,11562.309,1868.542,-1,22.02438,0.6,0.6
11563.503,4800,7415,225,12587,12614,307,0,0,307,0,0,11562.309,1868.7925,-1,22.02438,0.6,0.6
11563.753,4801,7416,225,12580,12591,155,0,0,155,0,0,11562.309,1869.043,-1,22.02438,0.6,0.6
11563.997,4802,7414,224,12572,12579,70,0,0,70,0,0,11562.309,1869.2875,-1,22.02438,0.6,0.6
11564.248,4803,7423,224,12570,12564,53,0,0,53,0,0,11562.309,1869.538,-1,22.02438,0.6,0.6
11564.498,4804,7432,224,12589,12553,41,0,0,41,0,0,11562.309,1869.7885,-1,22.02438,0.6,0.6
11564.748,4805,7453,224,12657,12593,42,0,0,42,0,0,11562.309,1870.0385,-1,22.02438,0.6,0.6
