MONO,Epoch,I0,I1,MPF_top,MPF_bot,FF1,FF2,FF3,DTC_FF1,DTC_FF2,DTC_FF3,EMISSION,RAMAN,pd1,tempC,Seconds,Seconds.1
11563.5,2996,7426,224,12502,12629,74,0,0,74,0,0,11564.79,1868.7925,-1,22.024379999999997,0.6,0.6
11563.75,2997,7425,223,12504,12613,184,0,0,184,0,0,11564.79,1869.043,-1,22.024379999999997,0.6,0.6
11564.0,2998,7427,224,12521,12615,293,0,0,293,0,0,11564.79,1869.2875,-1,22.024379999999997,0.6,0.6
11564.25,2999,7418,224,12475,12590,466,0,0,466,0,0,11564.79,1869.5379999999998,-1,22.024379999999997,0.6,0.6
11564.5,3000,7431,224,12529,12613,730,0,0,730,0,0,11564.79,1869.7885,-1,22.024379999999997,0.6,0.6
11564.75,3001,7430,223,12512,12600,836,0,0,836,0,0,11564.79,1870.0385,-1,22.024379999999997,0.6,0.6
11565.0,3002,7433,224,12524,12605,856,0,0,856,0,0,11564.79,1870.289,-1,22.024379999999997,0.6,0.6
11565.25,3003,7436,224,12504,12567,720,0,0,720,0,0,11564.79,1870.5395,-1,22.024379999999997,0.6,0.6
11565.5,3004,7456,224,12565,12607,481,0,0,481,0,0,11564.79,1870.79,-1,22.024379999999997,0.6,0.6
11565.75,3005,7459,224,12532,12573,255,0,0,255,0,0,11564.79,1871.0405,-1,22.024379999999997,0.6,0.6
11566.0,3006,7469,224,12521,12554,119,0,0,119,0,0,11564.79,1871.2910000000002,-1,22.024379999999997,0.6,0.6
11566.25,3007,7475,224,12497,12532,50,0,0,50,0,0,11564.79,1871.5415,-1,22.024379999999997,0.6,0.6
11566.5,3008,7484,224,12520,12546,34,0,0,34,0,0,11564.79,1871.7920000000001,-1,22.024379999999997,0.6,0.6
11566.75,3008,7499,224,12498,12522,24,0,0,24,0,0,11564.79,1872.043,-1,22.024379999999997,0.6,0.6
11567.0,3009,7506,224,12507,12514,27,0,0,27,0,0,11564.79,1872.2875,-1,22.024379999999997,0.6,0.6
11567.25,3010,7514,224,12507,12503,26,0,0,26,0,0,11564.79,1872.5379999999998,-1,22.024379999999997,0.6,0.6
11567.5,3011,7520,224,12540,12536,41,0,0,41,0,0,11564.79,1872.7885,-1,22.024379999999997,0.6,0.6
11567.75,3012,7521,224,12537,12534,52,0,0,52,0,0,11564.79,1873.0395,-1,22.024379999999997,0.6,0.6
11568.0,3013,7523,223,12538,12540,52,0,0,52,0,0,11564.79,1873.29,-1,22.024379999999997,0.6,0.6
11568.25,3014,7512,224,12490,12504,72,0,0,72,0,0,11564.79,1873.5405,-1,22.024379999999997,0.6,0.6
11568.5,3015,7514,224,12508,12507,74,0,0,74,0,0,11564.79,1873.7910000000002,-1,22.024379999999997,0.6,0.6
11568.75,3016,7506,224,12461,12464,79,0,0,79,0,0,11564.79,1874.0415,-1,22.024379999999997,0.6,0.6
11569.0,3017,7515,224,12486,12497,67,0,0,67,0,0,11564.79,1874.2925,-1,22.024379999999997,0.6,0.6
11569.25,3018,7509,224,12490,12474,74,0,0,74,0,0,11564.79,1874.537,-1,22.024379999999997,0.6,0.6
11569.5,3019,7514,224,12489,12505,61,0,0,61,0,0,11564.79,1874.7879999999998,-1,22.024379999999997,0.6,0.6
11569.75,3020,7519,224,12511,12526,68,0,0,68,0,0,11564.79,1875.0385,-1,22.024379999999997,0.6,0.6
11570.0,3021,7520,224,12526,12534,59,0,0,59,0,0,11564.79,1875.2895,-1,22.024379999999997,0.6,0.6
11570.25,3021,7507,224,12464,12473,57,0,0,57,0,0,11564.79,1875.54,-1,22.024379999999997,0.6,0.6
11570.5,3022,7515,224,12505,12524,38,0,0,38,0,0,11564.79,1875.7905,-1,22.024379999999997,0.6,0.6
11570.75,3023,7500,224,12450,12436,36,0,0,36,0,0,11564.79,1876.0415,-1,22.024379999999997,0.6,0.6
11571.0,3024,7508,224,12461,12460,39,0,0,39,0,0,11564.79,1876.2920000000001,-1,22.024379999999997,0.6,0.6
11571.25,3025,7509,224,12490,12480,20,0,0,20,0,0,11564.79,1876.537,-1,22.024379999999997,0.6,0.6
11571.5,3026,7511,224,12510,12502,36,0,0,36,0,0,11564.79,1876.7879999999998,-1,22.024379999999997,0.6,0.6
11571.75,3027,7511,224,12487,12500,20,0,0,20,0,0,11564.79,1877.0385,-1,22.024379999999997,0.6,0.6
11572.0,3028,7501,224,12442,12444,31,0,0,31,0,0,11564.79,1877.2895,-1,22.024379999999997,0.6,0.6
11572.25,3029,7510,224,12485,12490,25,0,0,25,0,0,11564.79,1877.54,-1,22.024379999999997,0.6,0.6
11572.5,3030,7514,224,12519,12519,18,0,0,18,0,0,11564.79,1877.7910000000002,-1,22.024379999999997,0.6,0.6
11572.75,3031,7508,224,12498,12521,25,0,0,25,0,0,11564.79,1878.0420000000001,-1,22.024379999999997,0.6,0.6
11573.0,3032,7515,224,12521,12535,31,0,0,31,0,0,11564.79,1878.2925,-1,22.024379999999997,0.6,0.6
11573.25,3033,7517,224,12520,12525,32,0,0,32,0,0,11564.79,1878.5375,-1,22.024379999999997,0.6,0.6
